0.980345, 3.135491, 1.622349, 1.994744
0.979234, 3.155413, 1.623054, 1.995732
0.979234, 3.155413, 1.623054, 1.995732
0.978149, 3.175340, 1.623319, 1.995699
0.978149, 3.175340, 1.623319, 1.995699
0.978149, 3.175340, 1.623319, 1.995699
0.977121, 3.195278, 1.622950, 1.997121
0.977121, 3.195278, 1.622950, 1.997121
0.976114, 3.215226, 1.622484, 1.997525
0.976114, 3.215226, 1.622484, 1.997525
0.976114, 3.215226, 1.622484, 1.997525
0.975151, 3.235167, 1.621687, 1.995267
0.975151, 3.235167, 1.621687, 1.995267
0.974202, 3.255102, 1.620971, 1.996237
0.974202, 3.255102, 1.620971, 1.996237
0.974202, 3.255102, 1.620971, 1.996237
0.973291, 3.275043, 1.620030, 1.996138
0.973291, 3.275043, 1.620030, 1.996138
0.972390, 3.294964, 1.619229, 1.992262
0.972390, 3.294964, 1.619229, 1.992262
0.972390, 3.294964, 1.619229, 1.992262
0.971525, 3.314871, 1.618235, 1.992905
0.971525, 3.314871, 1.618235, 1.992905
0.970667, 3.334775, 1.617403, 1.991568
0.970667, 3.334775, 1.617403, 1.991568
0.970667, 3.334775, 1.617403, 1.991568
0.969844, 3.354680, 1.616393, 1.992727
0.969844, 3.354680, 1.616393, 1.992727
0.969027, 3.374591, 1.615552, 1.992883
0.969027, 3.374591, 1.615552, 1.992883
0.969027, 3.374591, 1.615552, 1.992883
0.968244, 3.394488, 1.614534, 1.989689
0.968244, 3.394488, 1.614534, 1.989689
0.967441, 3.414373, 1.613980, 1.990472
0.967441, 3.414373, 1.613980, 1.990472
0.967441, 3.414373, 1.613980, 1.990472
0.966578, 3.434255, 1.614183, 1.989672
0.966578, 3.434255, 1.614183, 1.989672
0.965691, 3.454138, 1.614552, 1.990940
0.965691, 3.454138, 1.614552, 1.990940
0.965691, 3.454138, 1.614552, 1.990940
0.964758, 3.474027, 1.615289, 1.991202
0.964758, 3.474027, 1.615289, 1.991202
0.963811, 3.493903, 1.615971, 1.988413
0.963811, 3.493903, 1.615971, 1.988413
0.963811, 3.493903, 1.615971, 1.988413
0.962826, 3.513767, 1.616892, 1.989279
0.962826, 3.513767, 1.616892, 1.989279
0.961831, 3.533632, 1.617680, 1.988796
0.961831, 3.533632, 1.617680, 1.988796
0.961831, 3.533632, 1.617680, 1.988796
0.960800, 3.553500, 1.618663, 1.990130
0.960800, 3.553500, 1.618663, 1.990130
0.959786, 3.573377, 1.619195, 1.990454
0.959786, 3.573377, 1.619195, 1.990454
0.959786, 3.573377, 1.619195, 1.990454
0.958832, 3.593246, 1.618975, 1.987903
0.958832, 3.593246, 1.618975, 1.987903
0.957902, 3.613108, 1.618595, 1.988817
0.957902, 3.613108, 1.618595, 1.988817
0.957902, 3.613108, 1.618595, 1.988817
0.957016, 3.632975, 1.617851, 1.988521
0.957016, 3.632975, 1.617851, 1.988521
0.956145, 3.652848, 1.617166, 1.989892
0.956145, 3.652848, 1.617166, 1.989892
0.956145, 3.652848, 1.617166, 1.989892
0.955311, 3.672731, 1.616246, 1.990252
0.955311, 3.672731, 1.616246, 1.990252
0.954486, 3.692604, 1.615457, 1.987839
0.954486, 3.692604, 1.615457, 1.987839
